job_id,job_role,company,experience,salary,location,rating,reviews,resposibilities,posted_on,job_link,company_link
151122607533.0,Business Sales Manager - Banca | Life Insurance- Jorhat,Lavya Associates,5-10 Yrs,"6,00,000 - 8,00,000 PA.",Jorhat,,,"Life Insurance,BFSI,Bancassurance,team handling,Channel Management,bank branches,sales,banking",6 Days Ago,https://www.naukri.com/job-listings-business-sales-manager-banca-life-insurance-jorhat-lavya-associates-jorhat-5-to-10-years-151122607533,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
301222005217.0,HR Manager 1,Emerald Paper Products,2-7 Yrs,"1,75,000 - 2,50,000 PA.",Hybrid - Mohanlalganj,,,"Human Resource Management,hr,monitoring,Recruitment",9 Days Ago,https://www.naukri.com/job-listings-hr-manager-1-emerald-paper-products-mohanlalganj-2-to-7-years-301222005217,https://www.naukri.com/emerald-paper-products-jobs-careers-123623999
20123500977.0,Executive- DevOps Engineer,Rahi,3-8 Yrs,Not disclosed,Pune,,,"Linux,Jenkins,web services,Gitlab,Puppet,DevOps,Stackdriver,Prometheus",5 Days Ago,https://www.naukri.com/job-listings-executive-devops-engineer-rahi-pune-3-to-8-years-020123500977,https://www.naukri.com/rahi-jobs-careers-123569911
50123004561.0,Operation Executive ( Females Only),Eduworld Bangalore Educational Services,1-6 Yrs,"1,25,000 - 2,50,000 PA.",Trivandrum/Thiruvananthapuram,,,"Team Management,Team Handling,Team Leading,Branch Handling,Operations Management",3 Days Ago,https://www.naukri.com/job-listings-operation-executive-females-only-eduworld-bangalore-educational-services-trivandrum-thiruvananthapuram-1-to-6-years-050123004561,https://www.naukri.com/eduworld-bangalore-educational-services-jobs-careers-2099404
70123500280.0,Product Owner - Arcadis Gen,Arcadis Consulting India Pvt. Ltd,4-7 Yrs,Not disclosed,"Noida, Mumbai",4.2,145 Reviews,"Product management,Sales,SAP,Performance management,Project management,Agile,Budgeting,Asset management",1 Day Ago,https://www.naukri.com/job-listings-product-owner-arcadis-gen-arcadis-consulting-india-pvt-ltd-noida-mumbai-4-to-7-years-070123500280,https://www.naukri.com/arcadis-jobs-careers-457491
291222004601.0,MIS Executives,Giva Giva A Unit Of Indiejewel Fashions,1-3 Yrs,"2,50,000 - 3,50,000 PA.",Bangalore/Bengaluru,,,"Excel,System Analysis,Programming",9 Days Ago,https://www.naukri.com/job-listings-mis-executives-giva-giva-a-unit-of-indiejewel-fashions-bangalore-bengaluru-1-to-3-years-291222004601,https://www.naukri.com/giva-a-unit-of-indiejewel-fashions-jobs-careers-6199442
30123007758.0,Service Delivery- Godrej Interio,Godrej & Boyce (G&B),2-7 Yrs,Not disclosed,"Kochi/Cochin, Chandigarh, Ghaziabad",3.9,4907 Reviews,"service delivery,working capital management,service quality,customer satisfaction,customer complaints",4 Days Ago,https://www.naukri.com/job-listings-service-delivery-godrej-interio-godrej-boyce-g-b-kochi-cochin-chandigarh-ghaziabad-2-to-7-years-030123007758,https://www.naukri.com/godrej-boyce-g-b-jobs-careers-476
60123908952.0,Project Coordinator - Jira,Appscrip,0-1 Yrs,Not disclosed,"Guwahati, Hyderabad/Secunderabad, Chennai, Jaipur, Bangalore/Bengaluru, Delhi / NCR, Haryana, Gujarat, Goa",4.0,11 Reviews,"Trello,Jira,Agile Development,communication,written,Agile,Project Management,Project Methodologies",1 Day Ago,https://www.naukri.com/job-listings-project-coordinator-jira-appscrip-guwahati-hyderabad-secunderabad-chennai-jaipur-bangalore-bengaluru-delhi-ncr-haryana-gujarat-goa-0-to-1-years-060123908952,https://www.naukri.com/appscrip-jobs-careers-3930644
50123911605.0,Senior Analyst - TSA NA Products,Shell,4-6 Yrs,Not disclosed,Chennai,4.4,1259 Reviews,"Financial Analysis,ERP,Accounting,Financial Planning,Accounts receivable,Accounts Payable",3 Days Ago,https://www.naukri.com/job-listings-senior-analyst-tsa-na-products-shell-india-markets-private-limited-chennai-4-to-6-years-050123911605,https://www.naukri.com/shell-jobs-careers-225665
40123009473.0,Executive FAT & Dispatch,Anish Pharma Equip Pvt Ltd,2-6 Yrs,Not disclosed,Nasik/Nashik,4.3,15 Reviews,"FAT,Service Engineering,FAT & Diapatch,Internal FAT,Customer FAT,Planning,MS Office,Coordination Skills",4 Days Ago,https://www.naukri.com/job-listings-executive-fat-dispatch-anish-pharma-equip-pvt-ltd-nasik-nashik-2-to-6-years-040123009473,https://www.naukri.com/anish-pharma-equip-jobs-careers-5512686
191122006484.0,Fresher Hiring- Delhi/NCR,Anirup Technologies,0-1 Yrs,"1,00,000 - 2,00,000 PA.",Noida,4.2,3 Reviews,"freshers,trainee,graduate,PPC,digital marketing trainee,Digital Marketing,B.Tech,Computer Skills",6 Days Ago,https://www.naukri.com/job-listings-fresher-hiring-delhi-ncr-anirup-technologies-noida-0-to-1-years-191122006484,https://www.naukri.com/anirup-technologies-jobs-careers-1308080
301222914652.0,Associate-Record To Report,Accenture,1-3 Yrs,Not disclosed,Mumbai,4.1,32129 Reviews,"Consulting,Forecasting,Operations,Analytics,Balance Sheet,Analytical skills,Journal entries,record to report",8 Days Ago,https://www.naukri.com/job-listings-associate-record-to-report-accenture-mumbai-1-to-3-years-301222914652,https://www.naukri.com/accenture-jobs-careers-7682
70123007134.0,IT Recruiter,Anika Technologies,2-4 Yrs,"3,75,000 - 6,00,000 PA.",Permanent Remote,,,"IT Recruitment,Bulk Hiring,Technical Recruitment,Recruitment,BPO Hiring,Hiring,Cold Calling,US IT Staffing",1 Day Ago,https://www.naukri.com/job-listings-it-recruiter-anika-technologies-bangalore-bengaluru-2-to-4-years-070123007134,https://www.naukri.com/anika-technologies-jobs-careers-3652242
60123006615.0,.Net Fullstack Developer,Citiustech,3-8 Yrs,"7,00,000 - 17,00,000 PA.","Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",4.0,742 Reviews,"c#,.net core,javascript,Microservices,Angular,CSS,Asp Net,ASP NET MVC",2 Days Ago,https://www.naukri.com/job-listings-net-fullstack-developer-citiustech-pune-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-060123006615,https://www.naukri.com/citiustech-jobs-careers-142075
291222005700.0,Tele Sales Executive || Female,City Car Care,1-5 Yrs,"50,000 - 3,00,000 PA.",Noida,,,"Telesales,Outbound Sales,calling,Telemarketing",10 Days Ago,https://www.naukri.com/job-listings-tele-sales-executive-female-city-car-care-noida-1-to-5-years-291222005700,https://www.naukri.com/city-car-care-jobs-careers-6864831
60123006368.0,Hiring-Java-Pune/Mumbai/Bangalore/Hyderabad/Chennai/Gurgaon/Noida,Citiustech,3-8 Yrs,Not disclosed,"Hybrid - Noida, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",4.0,742 Reviews,java,2 Days Ago,https://www.naukri.com/job-listings-hiring-java-pune-mumbai-bangalore-hyderabad-chennai-gurgaon-noida-citiustech-noida-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-3-to-8-years-060123006368,https://www.naukri.com/citiustech-jobs-careers-142075
301222913831.0,SAP ABAP Development For HANA Application Developer,Accenture,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,4.1,32129 Reviews,"Business process,Compliance,Coding,SAP ABAP,Client management,Communication,SAP,HANA",8 Days Ago,https://www.naukri.com/job-listings-sap-abap-development-for-hana-application-developer-accenture-hyderabad-secunderabad-4-to-6-years-301222913831,https://www.naukri.com/accenture-jobs-careers-7682
301222912148.0,Package Consultant: Oracle Utilities,IBM,12-15 Yrs,Not disclosed,Pune,4.2,15180 Reviews,"Interpersonal skills,Production support,Consulting,Application development,Oracle,Version control,Time management,Creative designing",8 Days Ago,https://www.naukri.com/job-listings-package-consultant-oracle-utilities-ibm-pune-12-to-15-years-301222912148,https://www.naukri.com/ibm-jobs-careers-16987
311222004187.0,Electrical Helper job openings in Dubai | UAE | Gulf,Bagat International,0-5 Yrs,"4,00,000 - 5,00,000 PA.","Dubai, Chennai",,,"diploma electrical,Helper Activities,Utility Maintenance,Electrical Maintenance,Installation,Switchgear,Troubleshooting,LT Panels",8 Days Ago,https://www.naukri.com/job-listings-electrical-helper-openings-in-dubai-uae-gulf-bagat-international-chennai-dubai-0-to-5-years-311222004187,https://www.naukri.com/bagat-international-jobs-careers-123459409
111021003677.0,GST Executives For CA Office at Andheri,"DAKSM & CO LLP, CHARTERED ACCOUNTANTS",2-3 Yrs,"3,50,000 - 4,50,000 PA.","Mumbai Suburban, andheri",,,"Gst,gstr9c,gstr9",1 Day Ago,https://www.naukri.com/job-listings-gst-executives-for-ca-office-at-andheri-daksm-co-llp-chartered-accountants-mumbai-suburban-andheri-2-to-3-years-111021003677,https://www.naukri.com/d-a-k-s-m-co-chartered-accountants-jobs-careers-4364838
60123007341.0,Radiologist @ Trivandrum,Healthcare Consultancy,0-5 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,,,"Radiology,USG",2 Days Ago,https://www.naukri.com/job-listings-radiologist-trivandrum-healthcare-consultancy-trivandrum-thiruvananthapuram-0-to-5-years-060123007341,https://www.naukri.com/healthcare-consultancy-jobs-careers-5848016
281122603644.0,Cluster Sales Manager-Agency | Life Insurance-Karjat,Lavya Associates,5-10 Yrs,"6,50,000 - 9,00,000 PA.",Karjat,,,"tied,agency channel,bfsi,agency,team handling,advisors,training,branch management",6 Days Ago,https://www.naukri.com/job-listings-cluster-sales-manager-agency-life-insurance-karjat-lavya-associates-karjat-5-to-10-years-281122603644,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
70123500989.0,People Planning Specialist,Ingka Centres,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,,,"Training,Finance,Legal,Scheduling,Forecasting,Recruitment",1 Day Ago,https://www.naukri.com/job-listings-people-planning-specialist-ingka-centres-holding-hyderabad-secunderabad-2-to-4-years-070123500989,https://www.naukri.com/ingka-centres-jobs-careers-123515855
121222601416.0,Training Manager | Life Insurance-Kumbakonam,Lavya Associates,3-8 Yrs,"6,00,000 - 8,00,000 PA.",Kumbakonam,,,"training development,partnership distribution,learning development,training,training manager,learning & development",6 Days Ago,https://www.naukri.com/job-listings-training-manager-life-insurance-kumbakonam-lavya-associates-kumbakonam-3-to-8-years-121222601416,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
291222500634.0,PHP Developer,Cord4 Technologies,2-7 Yrs,Not disclosed,Ahmedabad,1.5,2 Reviews,"OOPS concept,YII,CI,Core PHP,PHP Framework,MVC,Web technologies,Creative designing",10 Days Ago,https://www.naukri.com/job-listings-php-developer-cord4-technologies-ahmedabad-2-to-7-years-291222500634,https://www.naukri.com/cord4-technologies-jobs-careers-123482545
61222007069.0,Hardware Engineer- Electronics,Perfect People Search,2-4 Yrs,"5,00,000 - 10,00,000 PA.",Chennai,,,"PCB Designing,Hardware Design,Verification And Validation,Analog,Hardware Engineering,EMC Testing,Black Box Testing",2 Days Ago,https://www.naukri.com/job-listings-hardware-engineer-electronics-perfect-people-search-chennai-2-to-4-years-061222007069,https://www.naukri.com/perfect-people-search-jobs-careers-4375856
30123500334.0,ITG Ops - App Support,BNP Paribas,3-8 Yrs,Not disclosed,Mumbai,4.0,1686 Reviews,"IT services,Ticketing,French,Analytical,Problem management,Windows,Oracle,Continuous improvement",4 Days Ago,https://www.naukri.com/job-listings-itg-ops-app-support-bnp-paribas-mumbai-3-to-8-years-030123500334,https://www.naukri.com/bnp-paribas-jobs-careers-212044
241122007473.0,Opening For RPA Support Engineer with Datamatics - Andheri,Datamatics,1-5 Yrs,"3,00,000 - 5,00,000 PA. (Including Variable: 10.0%)","Hybrid - Mumbai, Mumbai Suburban, Navi Mumbai, Pune, Mumbai (All Areas), Mumbai India",,,"l2 support,l1 support,rpa support,Technical Support,Application Support,Software Support,Production Support,support engineer",1 Day Ago,https://www.naukri.com/job-listings-opening-for-rpa-support-engineer-with-datamatics-andheri-datamatics-mumbai-mumbai-suburban-navi-mumbai-pune-mumbai-all-areas-mumbai-india-1-to-5-years-241122007473,https://www.naukri.com/datamatics-jobs-careers-1359
50123912350.0,Business Analyst,Shell,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,4.4,1259 Reviews,"Business Analysis,IT project development,IT Business Analyst,business cases,Design Engineering,IT solutions,presentations",2 Days Ago,https://www.naukri.com/job-listings-business-analyst-shell-india-markets-private-limited-bangalore-bengaluru-5-to-10-years-050123912350,https://www.naukri.com/shell-jobs-careers-225665
40123006806.0,Senior HR Manager,"Senwell Solutions, Pune",3-7 Yrs,Not disclosed,Pune(Kharadi),3.5,12 Reviews,"Llb,Llm,Recruitment,HR Generalist Activities,CSR Activities,Team Management,HR Operations,HR Low",3 Days Ago,https://www.naukri.com/job-listings-senior-hr-manager-senwell-solutions-pune-pune-3-to-7-years-040123006806,https://www.naukri.com/senwell-solutions-jobs-careers-5867874
291222501497.0,Service Engineer,Global Prospects,9-14 Yrs,Not disclosed,Guwahati,,,"Dealership management,Service level,Customer satisfaction,Construction equipment,query,Problem management,General Manager Service,Engineering Design",10 Days Ago,https://www.naukri.com/job-listings-service-engineer-global-prospects-guwahati-9-to-14-years-291222501497,https://www.naukri.com/global-prospects-jobs-careers-5035996
291222002541.0,Dynamics CRM Consultant,Independent Consultants,10-20 Yrs,"14,00,000 - 16,00,000 PA.",Permanent Remote,,,"Dynamics Crm Development,Microsoft Dynamics AX,CRM",10 Days Ago,https://www.naukri.com/job-listings-dynamics-crm-consultant-independent-consultants-delhi-ncr-10-to-20-years-291222002541,https://www.naukri.com/independent-consultants-jobs-careers-870256
30522002286.0,Graphic Designer,Dreamroots Entertainment And Technology Private Li   Mited,1-5 Yrs,"2,00,000 - 3,50,000 PA.","Temp. WFH - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",,,"Photoshop,Illustrator,Coral,Adobe,Indesign",6 Days Ago,https://www.naukri.com/job-listings-graphic-designer-dreamroots-entertainment-and-technology-private-li-mited-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-1-to-5-years-030522002286,https://www.naukri.com/dreamroots-entertainment-and-technology-li-mited-jobs-careers-6299050
30123011299.0,Marketing Manager,Absolute Spark,7-12 Yrs,"5,00,000 - 7,50,000 PA.",Hyderabad/Secunderabad,,,"marketing,Mall,retail",5 Days Ago,https://www.naukri.com/job-listings-marketing-manager-absolute-spark-hyderabad-secunderabad-7-to-12-years-030123011299,https://www.naukri.com/absolute-spark-jobs-careers-6544150
301222501432.0,Software Enginner (Fresher),Grideb Services,0-1 Yrs,Not disclosed,"Mumbai, Ghaziabad, Hyderabad/Secunderabad, Pune, Chennai",4.8,2 Reviews,"CSS3,HTML5,JQuery,Software Developer,Content management,Web technologies,Helpdesk,Financial sector",8 Days Ago,https://www.naukri.com/job-listings-software-enginner-fresher-grideb-services-mumbai-ghaziabad-hyderabad-secunderabad-pune-chennai-0-to-1-years-301222501432,https://www.naukri.com/grideb-services-jobs-careers-813444
20123500088.0,Manager - Human Resources,BAJAJ FINSERVE,4-6 Yrs,Not disclosed,Pune,4.0,5169 Reviews,"Content strategy,Site management,Content management,Talent acquisition,Social media,Employee engagement,Agile,Brand communication",5 Days Ago,https://www.naukri.com/job-listings-manager-human-resources-bajaj-finserv-ltd-pune-4-to-6-years-020123500088,https://www.naukri.com/bajaj-finserve-jobs-careers-49075
60123501240.0,Full Stack Engineer,Samyojak Consultancy Services,3-5 Yrs,Not disclosed,Pune,,,"Hibernate,Tomcat,jQuery,Linux,JBoss,MySQL,Agile,Web designing",1 Day Ago,https://www.naukri.com/job-listings-full-stack-engineer-samyojak-consultancy-services-pune-3-to-5-years-060123501240,https://www.naukri.com/samyojak-consultancy-services-jobs-careers-3824870
241122611277.0,Manager-BA Channel | Life Insurance-Tiruchirapalli,Lavya Associates,4-9 Yrs,"5,00,000 - 10,00,000 PA.",Tiruchirapalli/Trichy,,,"Team Management,Tied Channel,Alternate Channel,Agency Channel,Life Insurance,Selling Skills,Team Training,team training manager",1 Day Ago,https://www.naukri.com/job-listings-manager-ba-channel-life-insurance-tiruchirapalli-lavya-associates-tiruchirapalli-trichy-4-to-9-years-241122611277,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
60123501082.0,Senior Production Support,IDFC FIRST Bank,4-5 Yrs,Not disclosed,Mumbai,4.0,5276 Reviews,"Training,Supervisor,Root cause analysis,Administration,Production support,Test scripts,Banking,Research",1 Day Ago,https://www.naukri.com/job-listings-senior-production-support-idfc-first-bank-mumbai-4-to-5-years-060123501082,https://www.naukri.com/idfc-first-bank-jobs-careers-571821
240322008273.0,Business Analyst (Only Immediate Joiners/15 days),Acro Hr Solutions,5-10 Yrs,Not disclosed,"Noida, Delhi / NCR",,,"Presentation Skills,Project Management,Project Planning,strong writing skills,Stakeholder Management,Agile Project Management,User Stories,It Business Analysis",9 Days Ago,https://www.naukri.com/job-listings-business-analyst-only-immediate-joiners-15-days-acro-hr-solutions-noida-delhi-ncr-5-to-10-years-240322008273,https://www.naukri.com/acro-hr-solutions-jobs-careers-15171
20123500492.0,Sales Representative,Milestone Job Consultancy Services,1-3 Yrs,Not disclosed,Gandhidham,,,"POP,Lead generation,Adhesives,Sales Representative,Networking,Staffing,Sales lead generation,Consulting",6 Days Ago,https://www.naukri.com/job-listings-sales-representative-milestone-consultancy-services-gandhidham-1-to-3-years-020123500492,https://www.naukri.com/milestone-job-consultancy-services-jobs-careers-4881824
50123011277.0,Customer Relation Management (CRM) ( English + Hindi ),Jobshop Consulting,0-3 Yrs,"2,00,000 - 3,25,000 PA.",Bangalore/Bengaluru,5.0,28 Reviews,"BPO,Loans,Mutual funds,Banking,CRM,Recruitment",2 Days Ago,https://www.naukri.com/job-listings-customer-relation-management-crm-english-hindi-jobshop-bangalore-bengaluru-0-to-3-years-050123011277,https://www.naukri.com/jobshop-consulting-jobs-careers-3019660
70123006730.0,Delhi/ Gurgaon/ Ahmedabad/ Maxlife Insurance/ Direct channel.,Jobs Cruze Consultancy Services,2-4 Yrs,"2,25,000 - 4,00,000 PA.","Ahmedabad, Delhi / NCR, Mumbai (All Areas)",,,"Life Insurance,Bfsi,Bfsi Sales,Field Sales,Communication Skills",1 Day Ago,https://www.naukri.com/job-listings-delhi-gurgaon-ahmedabad-maxlife-insurance-direct-channel-jobs-cruze-consultancy-services-ahmedabad-delhi-ncr-mumbai-all-areas-2-to-4-years-070123006730,https://www.naukri.com/jobs-cruze-consultancy-services-jobs-careers-981492
,,,,,,,,,,,
60123005380.0,Utility Engineer,Larsen & Toubro (L&T),10-12 Yrs,Not disclosed,Chennai,4.1,24041 Reviews,"preparation of DPR,Sewer Line,Gas Pipline,Storm Water,Electrical &Telphonic Cables,Water Pipline",2 Days Ago,https://www.naukri.com/job-listings-utility-engineer-larsen-toubro-l-t-chennai-10-to-12-years-060123005380,https://www.naukri.com/larsen-toubro-l-t-jobs-careers-22025
241222003973.0,ETL DataStage Developer- 5yrs,Careator Technologies,5-8 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,4.8,11 Reviews,"Datastage developer,AWS RDS,Datastage,SQL,Testing,RDS,PS / SQL,S3",2 Days Ago,https://www.naukri.com/job-listings-etl-datastage-developer-5yrs-careator-technologies-bangalore-bengaluru-5-to-8-years-241222003973,https://www.naukri.com/careator-technologies-jobs-careers-3211536
251122605777.0,Manager-BA Channel | Life Insurance-Moradabad,Lavya Associates,4-9 Yrs,"5,00,000 - 10,00,000 PA.",Moradabad,,,"Team Management,Tied Channel,Alternate Channel,Agency Channel,Life Insurance,Selling Skills,Team Training,team training manager",1 Day Ago,https://www.naukri.com/job-listings-manager-ba-channel-life-insurance-moradabad-lavya-associates-moradabad-4-to-9-years-251122605777,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
40123502341.0,Territory Sales Manager,Periurja Energy,1-4 Yrs,Not disclosed,"Mumbai, Pune",1.0,2 Reviews,"ERP,Usage,Sales strategy,Sales,Field sales,MS Office",3 Days Ago,https://www.naukri.com/job-listings-territory-sales-manager-periurja-energy-mumbai-pune-1-to-4-years-040123502341,https://www.naukri.com/periurja-energy-jobs-careers-4649656
20123006582.0,Order To Cash - Collection/Claims/Deduction - Gurgaon - US Shift,Genpact,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,4.0,19288 Reviews,"Order To Cash,OTC,o2c,dispute,Claims Management,B2B Collection,Claims,Ar Collection",5 Days Ago,https://www.naukri.com/job-listings-order-to-cash-collection-claims-deduction-gurgaon-us-shift-genpact-gurgaon-gurugram-2-to-7-years-020123006582,https://www.naukri.com/genpact-jobs-careers-30975
30123011554.0,Technical Support || Voice Process,Daydream Recruiters,0-2 Yrs,"4,00,000 PA.",Gurgaon/Gurugram,,,"Blended Process,Customer Service,Technical Support,BPO,International Call Center,Customer Satisfaction,Voice Process,Inbound",5 Days Ago,https://www.naukri.com/job-listings-technical-support-voice-process-daydream-gurgaon-gurugram-0-to-2-years-030123011554,https://www.naukri.com/daydream-recruiter-jobs-careers-3765724
281122601164.0,Cluster Sales Manager-Agency | Life Insurance- Panchkula,Lavya Associates,5-10 Yrs,"6,50,000 - 9,00,000 PA.",Panchkula,,,"tied,agency channel,bfsi,agency,team handling,advisors,training,branch management",6 Days Ago,https://www.naukri.com/job-listings-cluster-sales-manager-agency-life-insurance-panchkula-lavya-associates-panchkula-5-to-10-years-281122601164,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
20123002240.0,Hiring For Back Office Exe|MIS Exe|Backend|Accounts|Admin Exe,Weltweit Recruiters And Planners India Private Lim  Ited,0-0 Yrs,"3,00,000 - 6,00,000 PA.","Thane, Bangalore/Bengaluru, Delhi / NCR",,,"Non Voice,Data Entry,Back Office,Accounts,Data Entry Operation,BPO,Email Support,Administration",5 Days Ago,https://www.naukri.com/job-listings-hiring-for-back-office-exe-mis-exe-backend-accounts-admin-exe-weltweit-and-planners-india-private-lim-ited-thane-bangalore-bengaluru-delhi-ncr-0-to-0-years-020123002240,https://www.naukri.com/weltweit-recruiter-and-planners-india-lim-ited-jobs-careers-7004311
30123500445.0,Manager - Banking Solutions (Programs),Razorpay,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,4.0,124 Reviews,"Management,product management,Loans,Trade,Solution management,Compliance,Legal,payment gateways",4 Days Ago,https://www.naukri.com/job-listings-manager-banking-solutions-programs-razorpay-bangalore-bengaluru-4-to-7-years-030123500445,https://www.naukri.com/razorpay-jobs-careers-2156260
311222904113.0,Technology Lead - Java,Infosys,5-8 Yrs,Not disclosed,Mysore/Mysuru,3.9,28172 Reviews,"Java,Testing tools,agile methodologies,debugging,software quality assurance,Spring boot,Microservices",7 Days Ago,https://www.naukri.com/job-listings-technology-lead-java-infosys-limited-mysore-mysuru-5-to-8-years-311222904113,https://www.naukri.com/infosys-jobs-careers-11244
40123908674.0,Senior Process Data Engineer-1,Shell,5-8 Yrs,Not disclosed,Chennai,4.4,1259 Reviews,"Data Engineering,SAP PM,Excel,MS Office",4 Days Ago,https://www.naukri.com/job-listings-senior-process-data-engineer-1-shell-india-markets-private-limited-chennai-5-to-8-years-040123908674,https://www.naukri.com/shell-jobs-careers-225665
210922006124.0,"Data Engineer- SQL, Python, ETL Developer_ Gurgaon",HR Central,3-5 Yrs,Not disclosed,"Hybrid - Gurgaon/Gurugram, Delhi / NCR",,,"ETL,AWS,Python,SQL,Snowflake,Powe BI",10 Days Ago,https://www.naukri.com/job-listings-data-engineer-sql-python-etl-developer-gurgaon-hr-central-gurgaon-gurugram-delhi-ncr-3-to-5-years-210922006124,https://www.naukri.com/hr-central-jobs-careers-739209
60123501981.0,Field Sales Manager,Vibs Infosol,2-6 Yrs,Not disclosed,Mumbai,4.0,3 Reviews,"Sales strategy,Sales planning,Field Sales Representative,cyber security,Network security,Management",1 Day Ago,https://www.naukri.com/job-listings-field-sales-manager-vibs-infosol-pvt-ltd-mumbai-2-to-6-years-060123501981,https://www.naukri.com/vibs-infosol-jobs-careers-4713834
60123005788.0,Executive -Human Resources,Recaero India Pvt Ltd.,3-4 Yrs,"3,50,000 - 5,00,000 PA.",Bangalore/Bengaluru(Bidadi),3.8,64 Reviews,"Training,recruitment,Selection,skill gap analysis,quality standards,Training Management",2 Days Ago,https://www.naukri.com/job-listings-executive-human-resources-recaero-india-pvt-ltd-bangalore-bengaluru-3-to-4-years-060123005788,https://www.naukri.com/recaero-india-jobs-careers-7095535
50123906984.0,Application Developer EAI,Varite India Pvt. Ltd.,4-5 Yrs,Not disclosed,Bangalore/Bengaluru,,,"application development,coding,projects design",3 Days Ago,https://www.naukri.com/job-listings-application-developer-eai-varite-india-pvt-ltd-bangalore-bengaluru-4-to-5-years-050123906984,https://www.naukri.com/varite-jobs-careers-82233
81222009587.0,Urgent opening For Regional HR Role - Hyderabad,HDB Financial Services,2-7 Yrs,"2,00,000 - 7,00,000 PA.",Hyderabad/Secunderabad,4.0,13304 Reviews,"Bfsi Recruitment,Mass Hiring,Bulk Hiring,Recruitment,Talent Acquisition,Sales Hiring,Volume Hiring,HR",3 Days Ago,https://www.naukri.com/job-listings-urgent-opening-for-regional-hr-role-hyderabad-hdb-financial-services-hyderabad-secunderabad-2-to-7-years-081222009587,https://www.naukri.com/hdb-financial-services-jobs-careers-1041214
190122010792.0,Executive Assistant,RAN Chemicals,3-8 Yrs,Not disclosed,Nagpur,1.9,3 Reviews,"Administration,Coordination,Communication Skills,Executive Support,Database Administration,Internet Research,Typing,Secretarial Activities",1 Day Ago,https://www.naukri.com/job-listings-executive-assistant-ran-chemicals-nagpur-3-to-8-years-190122010792,https://www.naukri.com/ran-chemicals-jobs-careers-1538868
100122003423.0,"Senior Java Developer - German Indian IT Company, Infopark, Kochi",Heidelsoft,8-13 Yrs,"10,00,000 - 20,00,000 PA.",Temp. WFH - Kochi/Cochin,3.1,5 Reviews,"Java,RESTful Web Services,JSP,Microservices architecture,HTML,CSS,Javascript,Database Queries",3 Days Ago,https://www.naukri.com/job-listings-senior-java-developer-german-indian-it-company-infopark-kochi-heidelsoft-kochi-cochin-8-to-13-years-100122003423,https://www.naukri.com/heidelsoft-jobs-careers-1608702
221122006943.0,Learning and Development Trainer/Senior Trainer,Merilytics,7-11 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad,3.7,15 Reviews,"Training Facilitation,Training Delivery,Leadership Training Delivery,Content Development and Creation",3 Days Ago,https://www.naukri.com/job-listings-learning-and-development-trainer-senior-trainer-merilytics-hyderabad-secunderabad-7-to-11-years-221122006943,https://www.naukri.com/merilytics-jobs-careers-2255824
111121001101.0,Opening: IT Recruiter(contract Staffing)-Bangalore,Artech,2-6 Yrs,"2,00,000 - 4,50,000 PA.",Hybrid - Bangalore/Bengaluru,,,"contract staffing,C2H,IT Recruiter,Linkedin,Screening,IT Staffing,IT Recruitment,Negotiation Skills",5 Days Ago,https://www.naukri.com/job-listings-opening-it-recruiter-contract-staffing-bangalore-artech-bangalore-bengaluru-2-to-6-years-111121001101,https://www.naukri.com/artech-jobs-careers-1128
291222500298.0,Team Member - Finance,Tata Communications,2-5 Yrs,Not disclosed,Chennai,4.1,3118 Reviews,"Supervisor,Costing,Networking,Business analysis,Finance,Business modeling,Research,Operations",9 Days Ago,https://www.naukri.com/job-listings-team-member-finance-tata-communications-ltd-chennai-2-to-5-years-291222500298,https://www.naukri.com/tata-communications-jobs-careers-961
